YLR418C;YOL145C;1.0
YLR418C;YOR123C;1.0
YLR418C;YBR279W;1.0
YLR418C;YML069W;1.0
YLR418C;YGL244W;1.0
YLR418C;YGL207W;1.0
YLR418C;YDR167W;1.0
YLR418C;YDL140C;1.0
YLR418C;YGR104C;1.0
YLR418C;YAL021C;1.0
YLR418C;YOL051W;1.0
YLR418C;YDR138W;1.0
YLR418C;YGR005C;1.0
YLR418C;YML010W;1.0
YLR418C;YPR086W;1.0
YLR418C;YOR151C;1.0
YLR418C;YER148W;1.0
YLR418C;YIL035C;1.0
YLR418C;YLR150W;1.0
YLR418C;YNL189W;1.0
YLR418C;YMR186W;1.0
YLR418C;YBR221C;1.0
YLR418C;YGL017W;1.0
YLR418C;YGR043C;1.0
YLR418C;YGR252W;1.0
YLR418C;YJR148W;1.0
YLR418C;YOR061W;1.0
YLR418C;YMR113W;1.0
YLR418C;YNL126W;1.0
YLR418C;YOR138C;1.0
YLR418C;YPL243W;1.0
YLR418C;YGL019W;1.0
YLR418C;YOR039W;1.0
YLR418C;YFR034C;1.0
YLR418C;YLL026W;1.0
YLR418C;YDR258C;1.0
YLR418C;YLL024C;1.0
YLR418C;YAL005C;1.0
YLR418C;YDL229W;1.0
YLR418C;YGL122C;1.0
YLR418C;YPL042C;1.0
YLR418C;YCR084C;1.0
YLR418C;YLR249W;1.0
YLR418C;YAL038W;1.0
YLR418C;YOL086C;1.0
YLR418C;YGL008C;1.0
YLR418C;YHR030C;1.0
YLR418C;YBR009C;1.0
YLR418C;YNL030W;1.0
YLR418C;YCL037C;1.0
YLR418C;YGR105W;1.0
YLR418C;YGL070C;1.0
YLR418C;YOL005C;1.0
YLR418C;YJL140W;1.0
YLR418C;YDR404C;1.0
YLR418C;YOR210W;1.0
YLR418C;YPR187W;1.0
YLR418C;YIL021W;1.0
YLR418C;YBR154C;1.0
YLR418C;YOR224C;1.0
YLR418C;YGR186W;1.0
YLR418C;YPL129W;1.0
YLR418C;YER139C;1.0
YLR418C;YPR164W;1.0
YLR418C;YOL063C;1.0
YLR418C;YBR160W;1.0
YLR418C;YPR190C;1.0
YLR418C;YGL150C;1.0
YLR418C;YBR136W;1.0
YLR418C;YER164W;1.0
YLR418C;YDL160C;1.0
YLR418C;YGL014W;1.0
YLR418C;YGL178W;1.0
YLR418C;YCL059C;1.0
YLR418C;YMR128W;1.0
YLR418C;YJL109C;1.0
YLR418C;YGR246C;1.0
YLR418C;YDR362C;1.0
YLR418C;YOR207C;1.0
YLR418C;YDR291W;1.0
YLR418C;YNL007C;1.0
YLR418C;YNL077W;1.0
YLR418C;YGR116W;1.0
YLR418C;YGL058W;1.0
YLR418C;YBR010W;1.0
YLR418C;YHR119W;1.0
YLR418C;YNL298W;1.0
YLR418C;YNL230C;1.0
YLR418C;YJR035W;1.0
YLR418C;YNL085W;1.0
YLR418C;YEL046C;1.0
YLR418C;YDL003W;1.0
YLR418C;YBR172C;1.0
YLR418C;YLR167W;1.0
YOL145C;YOR123C;1.0
YOL145C;YBR279W;1.0
YOL145C;YML069W;1.0
YOL145C;YGL244W;1.0
YOL145C;YGL207W;1.0
YOL145C;YGL130W;1.0
YOL145C;YIL035C;1.0
YOL145C;YOR061W;1.0
YOL145C;YGL019W;1.0
YOL145C;YOR039W;1.0
YOL145C;YJR138W;1.0
YOL145C;YIL094C;1.0
YOL145C;YOR326W;1.0
YOL145C;YML010W;1.0
YOL145C;YDR167W;1.0
YOL145C;YDL140C;1.0
YOL145C;YHR119W;1.0
YOL145C;YER012W;1.0
YOL145C;YKL145W;1.0
YOL145C;YMR047C;1.0
YOL145C;YDR432W;1.0
YOL145C;YGL153W;1.0
YOL145C;YGR233C;1.0
YOL145C;YKR034W;1.0
YOL145C;YKL103C;1.0
YOL145C;YLL024C;1.0
YOL145C;YGL122C;1.0
YOL145C;YIL021W;1.0
YOL145C;YDR301W;1.0
YOL145C;YLR249W;1.0
YOL145C;YAL038W;1.0
YOL145C;YOL086C;1.0
YOL145C;YGL008C;1.0
YOL145C;YKL049C;1.0
YOL145C;YHR030C;1.0
YOL145C;YBR057C;1.0
YOL145C;YCL008C;1.0
YOL145C;YCL032W;1.0
YOL145C;YCR084C;1.0
YOL145C;YDR295C;1.0
YOL145C;YGR274C;1.0
YOL145C;YJR147W;1.0
YOL145C;YMR053C;1.0
YOL145C;YHL034C;1.0
YOL145C;YDR510W;1.0
YOL145C;YPR164W;1.0
YOL145C;YOL063C;1.0
YOL145C;YDL077C;1.0
YOL145C;YLL013C;1.0
YOL145C;YLR320W;1.0
YOL145C;YLL026W;1.0
YOL145C;YDR190C;1.0
YOL145C;YPR190C;1.0
YOL145C;YBR245C;1.0
YOL145C;YGL150C;1.0
YOL145C;YBR136W;1.0
YOL145C;YER164W;1.0
YOL145C;YGL178W;1.0
YOL145C;YDL160C;1.0
YOL145C;YAL021C;1.0
YOL145C;YCL059C;1.0
YOL145C;YMR128W;1.0
YOL145C;YJL109C;1.0
YOL145C;YOR276W;1.0
YOL145C;YDR362C;1.0
YOL145C;YOR207C;1.0
YOL145C;YDR291W;1.0
